Branch_Name,Region,Month,Employees,Total_Customers,Product_Type,Revenue,Expenses,Profit,Customer_Satisfaction
Branch_12,Central,28-05-2024,85,4250,Loans,4799633.5,435727.94,4363905.56,91
Branch_1,South,14-04-2023,22,2697,Credit Cards,2733598.1,3790751.97,-1057153.87,88.94
Branch_5,North,25-11-2023,83,2383,Loans,1854989.02,2054538.68,-199549.66,97.12
Branch_6,Central,04-01-2024,59,7463,Investments,1136554.15,1534330.49,-397776.34,78.82
Branch_2,Central,04-06-2024,77,3030,Insurance,3527880.83,2594625.45,933255.38,63.57
Branch_20,North,05-06-2023,83,5997,Loans,4163745.2,2126925.05,2036820.15,67.49
Branch_13,East,14-05-2023,92,3755,Investments,1973868.01,2658776.25,-684908.24,83.32
Branch_16,North,20-08-2023,81,6040,Investments,4635709.32,2264115.07,2371594.25,83.69
Branch_5,West,15-05-2023,52,2157,Credit Cards,4978621.52,1584447.63,3394173.89,91.73
Branch_11,West,04-04-2024,76,1837,Loans,2286898.46,2076480.47,210417.99,81.91
Branch_20,East,19-02-2023,98,6673,Insurance,2700168.28,227771.44,2472396.84,72.22
Branch_18,West,24-02-2024,20,4195,Investments,1225131.29,1632759.02,-407627.73,90.51
Branch_9,South,18-06-2023,119,3217,Deposits,1654120.18,2882953.06,-1228832.88,65.43
Branch_12,South,05-05-2023,101,3415,Insurance,3100064.18,1943221.39,1156842.79,91.81
Branch_20,West,01-06-2023,116,6135,Deposits,619491.34,1818149.49,-1198658.15,96.04
Branch_12,East,07-04-2024,30,5266,Credit Cards,2904186.9,2890827.97,13358.93,63.45
Branch_12,South,03-04-2024,120,6015,Deposits,2081708.17,3630893.12,-1549184.95,86.21
Branch_20,South,04-06-2024,119,5141,Insurance,1633011.08,966212.84,666798.24,98.1
Branch_20,West,09-11-2023,27,840,Insurance,1820452.2,923129.48,897322.72,89.96
Branch_14,North,21-11-2023,93,6688,Insurance,2497136.42,1455956.15,1041180.27,63.91
Branch_2,West,03-09-2023,119,2562,Investments,3376958.33,3582520.81,-205562.48,96.25
Branch_8,West,28-02-2024,65,4027,Loans,3676609.39,3352737.58,323871.81,66.95
Branch_6,East,04-01-2024,73,1606,Deposits,4044311.3,2959605.6,1084705.7,81.39
Branch_13,East,22-02-2023,15,6325,Deposits,4076826.7,376326.06,3700500.64,88.06
Branch_4,North,09-05-2023,111,3963,Investments,3423946.67,3210343.98,213602.69,70.44
Branch_3,South,23-07-2023,107,6224,Insurance,1407327.58,1878018.2,-470690.62,60.52
Branch_15,Central,22-08-2024,41,1388,Insurance,4054428.86,1812781.69,2241647.17,64.5
Branch_4,East,31-12-2023,18,3685,Loans,2583720.31,3979972.71,-1396252.4,93.08
Branch_17,North,20-06-2024,59,2518,Credit Cards,4766200.56,2045023.26,2721177.3,62.05
Branch_10,Central,09-07-2023,71,3457,Investments,1001132.48,2990460.68,-1989328.2,99.78
Branch_16,North,08-03-2024,116,2536,Loans,2388119.56,1565281.15,822838.41,78.8
Branch_20,South,31-03-2024,15,2002,Loans,3236150.01,2123995.43,1112154.58,98.78
Branch_15,East,26-02-2024,110,6716,Loans,2342668.42,3316420.5,-973752.08,97.99
Branch_18,West,11-10-2023,92,7102,Investments,3381476.56,3298373.3,83103.26,82.26
Branch_19,West,17-08-2024,25,5487,Insurance,3659606.77,3314857.73,344749.04,63.04
Branch_7,Central,20-09-2023,103,4712,Loans,1923542.5,296627.25,1626915.25,63.27
Branch_2,Central,30-07-2024,84,6254,Loans,4615081.86,3077899.55,1537182.31,80.03
Branch_6,North,31-05-2023,55,1849,Investments,3018374.38,3675529.97,-657155.59,96.27
Branch_2,South,18-01-2023,105,4721,Insurance,2190780.27,347132.67,1843647.6,70.79
Branch_2,East,19-05-2024,28,7380,Investments,4408719.14,1173346.47,3235372.67,80.61
Branch_4,North,14-08-2023,26,1232,Loans,1801028.62,1695388.6,105640.02,89.28
Branch_11,Central,15-02-2024,33,3995,Credit Cards,3719102.4,780516.02,2938586.38,77.03
Branch_1,North,10-06-2023,48,4990,Insurance,2423839.65,3947711.14,-1523871.49,66.48
Branch_14,East,13-02-2023,52,7740,Investments,1299558.9,1662678.39,-363119.49,80.22
Branch_3,West,09-08-2024,98,4224,Credit Cards,2019307.83,3165023.25,-1145715.42,69.75
Branch_15,East,24-04-2024,91,1063,Credit Cards,2756488.09,955024.78,1801463.31,70.16
Branch_8,North,06-07-2024,70,4743,Loans,4068013.11,1572996.78,2495016.33,96.43
Branch_17,West,16-02-2024,19,4141,Loans,3462524.05,3300729.61,161794.44,70.51
Branch_8,West,07-04-2024,91,4178,Loans,799393.7,2088533.3,-1289139.6,82.7
Branch_9,South,28-02-2024,88,3024,Deposits,3480260.98,2357855.5,1122405.48,66.5
Branch_4,East,09-07-2023,59,4644,Insurance,4170975.44,1680921.44,2490054,64.96
Branch_11,West,11-02-2024,59,3691,Credit Cards,2764414.2,3235781.68,-471367.48,85.65
Branch_16,Central,01-01-2023,91,7171,Credit Cards,4018304.59,2802395.59,1215909,69.94
Branch_5,East,20-08-2024,22,4469,Insurance,4729725.27,302795.14,4426930.13,96.72
Branch_9,Central,24-02-2023,83,7480,Credit Cards,3457494.71,3264380.21,193114.5,63.04
Branch_12,East,07-03-2023,104,630,Investments,1911068.01,595333.82,1315734.19,73.05
Branch_17,East,14-05-2023,43,6574,Deposits,2494437.45,1321504.77,1172932.68,79.04
Branch_2,West,13-05-2023,61,6623,Loans,1538448.74,2976893.95,-1438445.21,89.2
Branch_12,East,14-10-2023,19,548,Loans,3405735.86,3692913.39,-287177.53,61.52
Branch_9,South,29-01-2023,104,4791,Deposits,4184612.19,2411618.94,1772993.25,79.3
Branch_9,West,18-04-2024,42,1767,Investments,991360.54,2361404.72,-1370044.18,79.05
Branch_13,East,02-09-2023,18,2678,Deposits,4558388.27,435478.77,4122909.5,87.62
Branch_13,Central,18-01-2024,120,3336,Insurance,4847807.31,2883948.02,1963859.29,80.75
Branch_17,East,24-07-2024,72,3622,Credit Cards,3411406.38,3781312.61,-369906.23,70.27
Branch_9,South,11-07-2023,69,6451,Deposits,3092222.29,3651330.83,-559108.54,67.97
Branch_17,West,01-04-2023,22,2310,Loans,2265916.71,1799763.36,466153.35,64.79
Branch_13,North,15-04-2024,79,6863,Loans,565704.66,3084505.57,-2518800.91,89.81
Branch_3,North,20-02-2024,17,7351,Deposits,2544301.28,3369387.19,-825085.91,72.37
Branch_19,North,18-03-2023,42,7251,Insurance,4889707.52,1583794.59,3305912.93,63.23
Branch_11,North,08-03-2024,40,4287,Loans,4857929.63,3137763.41,1720166.22,70.32
Branch_1,Central,28-02-2024,72,7448,Credit Cards,1808766.03,1485823.6,322942.43,81.11
Branch_12,Central,06-01-2023,70,6446,Insurance,2408930.42,2621813.11,-212882.69,76.04
Branch_13,Central,14-05-2024,75,2559,Investments,4175836.6,2167308.32,2008528.28,96.08
Branch_7,West,23-05-2023,78,4405,Loans,1903509.37,3894350.51,-1990841.14,82.17
Branch_2,Central,22-02-2024,45,7667,Investments,2377601.81,2557217.03,-179615.22,85.38
Branch_8,East,01-05-2024,85,7790,Deposits,3089349.79,890132.9,2199216.89,73.72
Branch_8,East,24-01-2023,87,5566,Deposits,3027598.25,1648124.4,1379473.85,72.04
Branch_6,Central,28-10-2023,98,2007,Credit Cards,3800327.2,657421.1,3142906.1,94.63
Branch_12,South,20-08-2024,72,7339,Insurance,2308993.19,854800.88,1454192.31,60.2
Branch_4,Central,04-12-2023,60,1412,Credit Cards,2523039.89,2027732.45,495307.44,65.71
Branch_11,South,17-10-2023,39,6362,Investments,519907.02,896287.14,-376380.12,65.96
Branch_2,Central,13-06-2024,24,1832,Insurance,3046703.74,1400665.71,1646038.03,94.51
Branch_9,South,01-07-2024,108,2676,Loans,3791810.1,479874.95,3311935.15,97.45
Branch_10,South,16-10-2023,85,7219,Credit Cards,804765.32,1930210.64,-1125445.32,70.78
Branch_12,East,31-07-2023,89,2444,Insurance,3868758.81,121724.76,3747034.05,78.84
Branch_5,Central,04-01-2024,28,5721,Credit Cards,4402046.97,188264.06,4213782.91,87.88
Branch_7,West,24-01-2023,71,7819,Loans,3175847.17,1464786.79,1711060.38,88.47
Branch_14,West,05-04-2023,49,1449,Insurance,3045796.84,1164047.32,1881749.52,96.62
Branch_18,East,03-02-2024,27,2767,Credit Cards,2456765.02,3522392.44,-1065627.42,71.21
Branch_5,South,07-06-2024,101,1810,Insurance,2785937.75,1805076.44,980861.31,86.71
Branch_7,West,02-10-2023,19,4859,Investments,3881690.21,3584010.15,297680.06,60.65
Branch_3,West,25-09-2023,108,1286,Insurance,2512318.23,3113544.25,-601226.02,78.74
Branch_17,West,28-01-2024,38,4697,Deposits,2376935.86,533032.67,1843903.19,99.16
Branch_17,South,08-12-2023,58,4813,Insurance,4591857.36,1280138.19,3311719.17,92.2
Branch_9,North,30-06-2024,40,2963,Deposits,534007.48,1863961.49,-1329954.01,97.03
Branch_20,West,16-03-2023,58,2136,Credit Cards,1257864.14,3358234.14,-2100370,94.01
Branch_2,North,29-07-2024,69,2988,Insurance,3290951.88,1129617.88,2161334,70.18
Branch_8,North,30-06-2024,113,7632,Investments,2076849.1,1462504.49,614344.61,66.37
Branch_12,South,06-10-2023,64,3073,Deposits,2268357.88,2117300.44,151057.44,64.71
Branch_17,Central,07-05-2023,99,2583,Investments,4048995.58,3302935.54,746060.04,61.1
Branch_8,South,05-08-2023,85,4399,Credit Cards,1516795.59,220015.34,1296780.25,64.97
Branch_20,Central,16-03-2023,34,5724,Credit Cards,3183852.09,2656200.98,527651.11,79.06
Branch_12,South,06-07-2023,117,6709,Deposits,1234738.91,785187.68,449551.23,66.45
Branch_6,North,22-07-2023,109,7725,Loans,993553.62,2068844.58,-1075290.96,84.84
Branch_10,Central,14-02-2024,35,6798,Deposits,2347388.19,233188.74,2114199.45,79.97
Branch_20,Central,24-03-2024,31,3574,Loans,780880.87,733818.63,47062.24,71.89
Branch_4,Central,20-05-2023,102,578,Credit Cards,2112218.02,3287789.09,-1175571.07,63.69
Branch_11,South,03-02-2023,60,4385,Deposits,1113642.93,3161814.3,-2048171.37,61.54
Branch_2,North,20-07-2023,78,5876,Insurance,1481887.02,622090.36,859796.66,66.55
Branch_7,Central,14-03-2023,100,5393,Insurance,1737968.22,352852.03,1385116.19,79.56
Branch_5,Central,04-09-2023,73,2266,Deposits,2561226.7,1978911.83,582314.87,94.19
Branch_18,East,31-10-2023,42,3132,Credit Cards,4283823.06,3788044.02,495779.04,69.04
Branch_17,Central,29-01-2024,63,2165,Investments,2210561.25,3857093.26,-1646532.01,98.73
Branch_6,East,15-04-2024,83,3091,Credit Cards,2495214.76,1310700.91,1184513.85,90.72
Branch_3,South,05-12-2023,18,7410,Loans,1079691.85,1874495.84,-794803.99,75.75
Branch_18,North,27-03-2024,119,2527,Loans,708075.12,353781.11,354294.01,92.32
Branch_20,South,08-03-2023,76,2074,Insurance,4464377.96,3431421.82,1032956.14,91.05
Branch_5,Central,14-06-2023,117,1553,Investments,2892023.81,3065765.75,-173741.94,77.82
Branch_12,East,09-06-2023,108,2962,Investments,2696340.92,2917081.59,-220740.67,91.8
Branch_18,West,22-07-2023,61,5784,Insurance,2737353.8,2913531.27,-176177.47,93.31
Branch_5,South,05-04-2024,87,6878,Loans,2340870.73,2388206.67,-47335.94,78.18
Branch_15,East,10-03-2023,89,551,Deposits,639358.86,2840631.19,-2201272.33,70.65
Branch_13,Central,17-05-2023,33,1834,Loans,4313097.21,2467052.03,1846045.18,94.96
Branch_4,East,11-05-2023,117,5344,Investments,1856769.55,979296.51,877473.04,64.32
Branch_1,Central,23-06-2024,44,5148,Deposits,3115599.62,3655147.83,-539548.21,64.73
Branch_9,East,26-11-2023,50,4654,Loans,4756213.61,230623.96,4525589.65,79.99
Branch_6,East,23-08-2024,81,5994,Credit Cards,3001468.65,710142.9,2291325.75,72.16
Branch_8,Central,23-07-2024,105,4679,Credit Cards,4350620.96,318198.94,4032422.02,86.16
Branch_4,South,14-06-2024,75,3891,Investments,956929.08,3908221.41,-2951292.33,99.01
Branch_7,Central,30-06-2023,106,6830,Investments,650571.25,935835.7,-285264.45,87.04
Branch_15,North,18-12-2023,65,3718,Deposits,4147357.63,2763368.27,1383989.36,67.96
Branch_6,East,13-03-2024,31,4298,Credit Cards,3730606.28,1352317.3,2378288.98,87.63
Branch_10,West,14-10-2023,89,7704,Credit Cards,1734991.71,2005860.48,-270868.77,66.63
Branch_2,North,31-05-2024,15,3360,Investments,3234150.33,2214877.87,1019272.46,83.87
Branch_17,East,27-04-2023,36,3304,Investments,4793353.37,3557253.36,1236100.01,61.5
Branch_8,North,24-03-2024,54,7463,Loans,886445.35,2438501.16,-1552055.81,88.73
Branch_12,East,15-08-2023,49,5563,Deposits,4649827.1,2156854.47,2492972.63,95.27
Branch_9,East,29-01-2024,109,1040,Investments,3580632.67,3776427.52,-195794.85,69.81
Branch_18,West,04-04-2023,32,5498,Credit Cards,1388124.71,1209974.04,178150.67,89.41
Branch_11,North,23-01-2023,120,2527,Investments,787772.92,3396059.66,-2608286.74,65.07
Branch_20,South,07-06-2023,50,1392,Credit Cards,2951986.08,3815693.31,-863707.23,88.94
Branch_13,North,06-03-2024,94,3544,Investments,2378646,907627.56,1471018.44,93.47
Branch_13,West,05-01-2023,38,6853,Loans,4005192.48,339885.07,3665307.41,71.77
Branch_3,North,22-04-2023,71,7779,Loans,2458163.41,833007.79,1625155.62,73.94
Branch_10,West,29-01-2024,18,4592,Deposits,2205273.86,113658.61,2091615.25,71.44
Branch_15,South,23-06-2024,101,6679,Insurance,2731205.59,453784.04,2277421.55,60.71
Branch_10,North,04-10-2023,54,6651,Loans,3390015.52,2400798.07,989217.45,64.72
Branch_5,North,11-06-2024,92,900,Insurance,805373.48,875972.06,-70598.58,79.33
Branch_16,Central,06-01-2023,68,4428,Credit Cards,1518594.54,1899887.93,-381293.39,89.87
Branch_9,West,07-01-2023,22,4238,Deposits,1570097.47,3055849.98,-1485752.51,99.9
Branch_5,South,20-11-2023,77,6534,Deposits,1591767.98,455514.15,1136253.83,79.15
Branch_6,Central,31-03-2024,63,4875,Insurance,4745907.75,3439906.76,1306000.99,74.97
Branch_3,West,10-07-2023,70,3549,Investments,2339263.22,3466160.5,-1126897.28,84.38
Branch_14,West,14-02-2024,25,2073,Credit Cards,1950825.54,2198247.93,-247422.39,67.41
Branch_5,North,06-05-2023,112,6891,Loans,4808911.43,801023.66,4007887.77,73.21
Branch_12,South,23-05-2023,60,4547,Insurance,3200935.58,3630306.78,-429371.2,90.61
Branch_18,Central,12-01-2024,16,5711,Deposits,1611342.68,1237232.66,374110.02,99.58
Branch_15,South,01-03-2024,74,6993,Loans,4319542.98,1807285.05,2512257.93,63.37
Branch_15,West,31-12-2023,78,3244,Deposits,2958181.86,3034472.44,-76290.58,63.34
Branch_3,West,01-06-2024,75,4734,Investments,3801653.72,1163590.43,2638063.29,87.8
Branch_10,West,16-06-2023,87,7986,Investments,4723066.66,2791605.2,1931461.46,75.79
Branch_6,West,14-09-2023,40,5807,Loans,3888996.14,883900.03,3005096.11,86.56
Branch_2,West,11-10-2023,112,6911,Investments,512406.11,804716.86,-292310.75,97.65
Branch_4,Central,21-11-2023,25,7515,Investments,1948620.32,380341.6,1568278.72,98.74
Branch_2,North,06-03-2023,25,7974,Credit Cards,1811618,1762476.35,49141.65,77.2
Branch_15,West,18-08-2023,57,3564,Loans,1264854.6,1203229.82,61624.78,86.75
Branch_5,West,15-01-2024,52,5958,Loans,1715802.06,212882.95,1502919.11,77.58
Branch_6,West,24-05-2024,47,4412,Credit Cards,3798275.32,1717517.3,2080758.02,91.8
Branch_16,South,12-05-2024,93,5282,Credit Cards,843507.72,3135163.68,-2291655.96,91.9
Branch_13,East,04-04-2023,102,4754,Deposits,4109606.84,2435357.8,1674249.04,93.2
Branch_6,Central,27-02-2024,54,4456,Credit Cards,4974867.28,1267973.75,3706893.53,84.02
Branch_10,South,24-12-2023,73,7073,Loans,2059225.78,2453114.3,-393888.52,92.83
Branch_16,South,08-05-2023,54,5945,Deposits,4484554.02,2624922.19,1859631.83,76.03
Branch_9,North,12-01-2023,98,2135,Insurance,1428617.5,2476373.59,-1047756.09,72.1
Branch_17,North,28-06-2024,119,1450,Loans,901276.08,3906037.53,-3004761.45,81.3
Branch_8,North,21-08-2024,77,2013,Investments,2699289.8,849821.17,1849468.63,68.39
Branch_6,West,26-09-2023,75,7775,Credit Cards,1350633.95,3886791.76,-2536157.81,84.75
Branch_15,South,09-10-2023,112,6670,Investments,4712228.13,2877970.67,1834257.46,67.27
Branch_14,East,17-01-2024,15,4795,Investments,3740153.45,284116.55,3456036.9,92.61
Branch_2,South,23-07-2023,58,1252,Deposits,4946852.88,1112033.73,3834819.15,79.56
Branch_2,South,19-04-2024,38,3176,Credit Cards,3728756.26,3096936.1,631820.16,79.9
Branch_12,East,12-02-2024,25,7409,Loans,3564197.02,1812103.72,1752093.3,94.41
Branch_6,South,26-02-2023,115,5232,Credit Cards,3082791.05,392218.09,2690572.96,84.41
Branch_20,West,29-03-2023,81,2447,Deposits,4664808.06,735450.53,3929357.53,65.24
Branch_6,North,24-05-2024,75,6065,Investments,1668807.76,3976071.26,-2307263.5,67.72
Branch_11,North,22-07-2023,15,7435,Loans,1450436.36,545066.44,905369.92,69.29
Branch_8,Central,08-04-2024,119,3054,Loans,1253364,494723.21,758640.79,66.09
Branch_8,North,06-10-2023,101,3243,Loans,3598788.31,1405657.25,2193131.06,80.03
Branch_11,East,06-02-2024,30,4097,Deposits,3065833.83,836526.95,2229306.88,93.3
Branch_5,East,06-01-2023,81,7463,Credit Cards,2394468.31,1067215.09,1327253.22,85.91
Branch_16,North,24-12-2023,32,1632,Credit Cards,2478522.85,3686249.58,-1207726.73,74.38
Branch_15,North,19-08-2024,60,6184,Insurance,1433004.04,665696.73,767307.31,65.51
Branch_11,West,20-03-2024,40,4521,Deposits,1736159.07,2992101.83,-1255942.76,96.4
Branch_7,North,14-10-2023,38,3879,Credit Cards,2588224.87,2849940.06,-261715.19,88.28
Branch_13,West,15-07-2023,114,1789,Deposits,3086545.37,2982903.51,103641.86,90.29
Branch_7,South,07-12-2023,93,4742,Credit Cards,3836163.72,689589.31,3146574.41,77.79
Branch_18,North,04-03-2023,112,694,Investments,1324024.42,2754155.96,-1430131.54,95.97
Branch_1,Central,30-06-2024,69,7923,Investments,1535138.06,2811046.69,-1275908.63,71.61
Branch_9,North,23-04-2023,78,2936,Investments,2692920.62,2736257.07,-43336.45,77.64
Branch_16,Central,21-05-2023,95,3916,Credit Cards,2500734.72,1859224.41,641510.31,83.13
Branch_4,North,13-03-2023,96,7678,Deposits,3126318.76,1096818.84,2029499.92,69.88
Branch_13,East,19-11-2023,23,1747,Credit Cards,3862008.16,921002.62,2941005.54,93.75
Branch_18,Central,25-05-2023,31,3729,Loans,3586613.12,3820896.54,-234283.42,62.74
Branch_12,East,17-07-2023,52,3926,Investments,3098541.98,258108.55,2840433.43,97.57
Branch_14,West,03-06-2023,74,583,Insurance,4168074.77,1154905.63,3013169.14,95.11
Branch_16,South,17-06-2023,104,5332,Loans,4764177.39,1714494.46,3049682.93,93.84
Branch_5,Central,04-07-2023,85,888,Credit Cards,2695122.23,1308828.06,1386294.17,81.03
Branch_9,West,03-11-2023,18,1770,Credit Cards,3596553.98,3789046.01,-192492.03,79.87
Branch_14,North,13-08-2024,114,4829,Investments,912195.48,1850394.94,-938199.46,66.71
Branch_14,Central,11-09-2023,40,2847,Investments,3849439.67,395652.87,3453786.8,97.19
Branch_15,Central,25-01-2024,30,5908,Investments,3649480.29,264560.63,3384919.66,62.04
Branch_3,West,02-02-2024,104,5647,Loans,4661846.05,2732588.97,1929257.08,85.47
Branch_5,West,06-10-2023,17,5238,Insurance,3116799.78,2331890.67,784909.11,87.09
Branch_2,Central,07-12-2023,37,4622,Insurance,1682911.3,118785.79,1564125.51,66.01
Branch_17,East,01-08-2024,92,3304,Credit Cards,2091628.99,3893339.1,-1801710.11,66.02
Branch_7,North,25-01-2024,32,3868,Insurance,3637172.73,3692640.65,-55467.92,62.35
Branch_3,North,11-04-2024,99,7588,Insurance,1811533.36,2862996.25,-1051462.89,85.4
Branch_3,East,18-07-2024,79,4091,Deposits,546016.15,2712873.91,-2166857.76,73.41
Branch_14,East,26-12-2023,25,7226,Investments,4034978.26,2234032.99,1800945.27,81.1
Branch_18,North,14-08-2023,33,1487,Insurance,859727.59,2159490.13,-1299762.54,71.47
Branch_19,Central,04-08-2024,17,7872,Insurance,788714.1,1353606.1,-564892,77.86
Branch_8,South,03-10-2023,31,7852,Deposits,4689341.85,1618962.74,3070379.11,96.88
Branch_13,South,29-05-2024,29,4761,Credit Cards,4349150.12,2767285.44,1581864.68,87.71
Branch_11,Central,07-08-2023,111,5641,Investments,2839546.96,2707205.2,132341.76,86.74
Branch_1,Central,22-02-2023,87,7736,Deposits,4633161.28,3187081.15,1446080.13,95.65
Branch_10,South,06-06-2023,65,7291,Investments,3024323.38,3721872.73,-697549.35,65.45
Branch_9,South,02-12-2023,24,6431,Insurance,3921238.42,1892167.42,2029071,83.49
Branch_1,North,20-06-2023,33,4635,Deposits,3176314.1,3908143.14,-731829.04,60.39
Branch_16,West,02-06-2024,99,2134,Loans,694562.87,3208530.21,-2513967.34,73.28
Branch_14,Central,24-06-2023,80,2731,Investments,4649168.05,152573.13,4496594.92,86.31
Branch_13,South,18-12-2023,40,2731,Credit Cards,1069393.42,3527737.09,-2458343.67,74.38
Branch_2,East,11-02-2024,111,3819,Deposits,3110995.16,510173.8,2600821.36,92.69
Branch_12,East,27-06-2024,51,3326,Investments,2342367.88,2762392.58,-420024.7,82.83
Branch_10,North,15-09-2023,65,982,Deposits,4102963.22,2329179.04,1773784.18,64.61
Branch_9,Central,09-10-2023,39,655,Deposits,1783036.56,3324986.12,-1541949.56,85.68
Branch_14,South,22-09-2023,80,7651,Deposits,4604108.01,970437.38,3633670.63,66.97
Branch_16,Central,23-03-2023,118,6152,Credit Cards,3856720.64,549482.9,3307237.74,72.27
Branch_10,West,20-04-2024,93,6817,Loans,2528374.81,1645243.14,883131.67,95.97
Branch_2,North,01-01-2024,116,4448,Investments,1251424.39,2288951.15,-1037526.76,98.21
Branch_4,South,28-08-2023,106,6498,Deposits,3185925.51,986972.76,2198952.75,71.51
Branch_14,West,04-05-2023,95,838,Credit Cards,584664.2,130171.22,454492.98,96.39
Branch_5,North,21-05-2024,37,7550,Insurance,2968048.78,3942550.84,-974502.06,84.29
Branch_13,East,04-06-2024,74,3703,Credit Cards,4615322.77,2096886.78,2518435.99,88.49
Branch_13,South,21-02-2024,83,7404,Investments,4347272.63,1544047.44,2803225.19,89.22
Branch_20,Central,21-05-2024,77,3638,Credit Cards,3479501.46,1111950.56,2367550.9,71.71
Branch_7,East,10-06-2024,23,595,Deposits,2398061.71,1101639.69,1296422.02,99.44
Branch_12,Central,03-06-2023,55,4490,Insurance,1035096.42,2016026.33,-980929.91,90.41
Branch_5,North,22-04-2023,78,4221,Deposits,2208614.15,1578392.35,630221.8,78.21
Branch_14,North,29-12-2023,79,5745,Loans,870270.05,217578.6,652691.45,81.97
Branch_5,Central,04-06-2023,82,664,Deposits,757046.98,3225150.3,-2468103.32,60.25
Branch_13,North,08-03-2023,94,3857,Credit Cards,4569020.94,2799481.36,1769539.58,84.29
Branch_10,West,11-01-2023,76,6882,Investments,702832.44,2646611.16,-1943778.72,69.73
Branch_5,East,02-06-2024,120,7349,Credit Cards,1459198.83,2049716.65,-590517.82,68.2
Branch_2,West,24-03-2024,17,817,Credit Cards,3537156.84,3365613.47,171543.37,60.2
Branch_4,East,11-12-2023,71,1340,Deposits,612692.8,2728621.66,-2115928.86,87.27
Branch_7,West,07-06-2024,107,6554,Deposits,3694476.12,1216662.55,2477813.57,99.69
Branch_15,North,15-02-2024,68,3195,Loans,1548046.6,2428115.92,-880069.32,86.75
Branch_8,East,04-01-2023,77,3278,Credit Cards,4016684.6,899701.66,3116982.94,91.45
Branch_15,West,17-03-2024,100,7362,Credit Cards,4555471.88,1319249.2,3236222.68,63.08
Branch_9,South,22-02-2023,39,4121,Credit Cards,2218686.46,1617109.38,601577.08,88.45
Branch_5,East,13-06-2024,105,7079,Loans,2330821.97,3496608.31,-1165786.34,93.04
Branch_17,South,22-03-2024,113,4315,Deposits,1660088.92,3440170.1,-1780081.18,77.21
Branch_7,North,01-01-2024,100,4988,Loans,1071434.16,1902040.76,-830606.6,96.05
Branch_20,West,05-03-2023,49,5696,Insurance,3699364.78,2737074.36,962290.42,68.06
Branch_16,Central,21-02-2023,32,3221,Credit Cards,3576026.53,1234592.81,2341433.72,78.31
Branch_10,East,24-06-2023,113,5335,Deposits,1355530.89,3945388.81,-2589857.92,90.27
Branch_9,West,24-06-2023,53,6533,Loans,548240.03,2817880.5,-2269640.47,65.86
Branch_4,West,21-08-2024,74,1548,Loans,2419397.36,492519.27,1926878.09,60.36
Branch_10,North,09-08-2024,117,1715,Investments,724438.9,356907.73,367531.17,62.25
Branch_19,West,25-12-2023,74,2661,Loans,1041964.33,116436.3,925528.03,85.49
Branch_3,South,23-10-2023,118,3206,Investments,4314504.3,1252946.29,3061558.01,64
Branch_3,North,09-12-2023,24,2053,Credit Cards,4399156.37,2403507.02,1995649.35,73.03
Branch_9,North,20-01-2024,65,6437,Insurance,2717325.77,3747905.02,-1030579.25,69.77
Branch_11,North,12-05-2023,31,4595,Credit Cards,4936616.68,1943477.93,2993138.75,75.9
Branch_16,East,26-04-2023,39,4517,Credit Cards,2720283.88,2992071.86,-271787.98,71.45
Branch_14,Central,25-09-2023,74,630,Deposits,1530872.73,2635479.32,-1104606.59,96.44
Branch_1,West,07-05-2024,107,3314,Insurance,2465154.99,3344300.39,-879145.4,85.77
Branch_2,West,12-03-2023,115,3037,Credit Cards,1351317.61,3825517.52,-2474199.91,66.51
Branch_1,West,04-05-2024,41,2123,Investments,1926426.52,159399.7,1767026.82,85.66
Branch_6,North,24-10-2023,56,6926,Investments,2610702.36,1609431.2,1001271.16,81.37
Branch_2,Central,14-01-2024,105,5718,Insurance,4688321.71,3334570.43,1353751.28,96.25
Branch_11,Central,19-01-2023,108,7620,Deposits,590390.07,1389806.12,-799416.05,96.74
Branch_6,East,10-07-2023,56,7030,Credit Cards,1600569.8,3594707.75,-1994137.95,94.28
Branch_17,East,03-02-2023,72,4258,Loans,3792057.94,1012584.08,2779473.86,84.18
Branch_20,South,09-03-2023,94,2564,Deposits,2419253.5,3555408.45,-1136154.95,63.59
Branch_15,Central,09-07-2024,94,3396,Deposits,4997459.95,878129.94,4119330.01,74.48
Branch_6,Central,05-08-2023,103,5457,Loans,709951.42,3580600.34,-2870648.92,93.15
Branch_17,Central,08-03-2023,83,3489,Deposits,1212958.96,2637220.57,-1424261.61,73.92
Branch_18,East,23-06-2023,107,5720,Loans,1474166.23,425267.91,1048898.32,94.16
Branch_8,North,19-01-2024,82,3525,Deposits,1004872.07,971875.22,32996.85,70.04
Branch_15,North,31-05-2024,109,615,Insurance,3236401,573975.96,2662425.04,76.08
Branch_18,South,24-04-2023,118,6824,Credit Cards,4557651.38,109950.42,4447700.96,98.47
Branch_8,South,12-10-2023,62,3044,Investments,4142011.38,3052800.8,1089210.58,73.7
Branch_15,West,22-09-2023,92,1953,Credit Cards,1204848.09,3436083.72,-2231235.63,82.85
Branch_20,South,14-08-2023,119,7846,Credit Cards,2014584.06,374551.64,1640032.42,72.16
Branch_14,Central,30-09-2023,81,3530,Insurance,803697.13,935018.04,-131320.91,99.15
Branch_14,West,15-05-2024,85,2818,Credit Cards,2475256.18,1214659.03,1260597.15,64.94
Branch_10,North,26-01-2023,77,5177,Deposits,1235716.29,1816057.8,-580341.51,88.01
